,subj_idx,stim,rt,response,group,arousal,valence
131,10,0V0A,0.4141,0,group3,5,3
132,10,0V0A,0.6477,0,group3,5,3
133,10,0V0A,1.5339,1,group3,4,2
134,10,0V0A,1.0017,1,group3,4,2
135,10,0V0A,2.5015,0,group3,4,2
136,10,0V0A,1.2359,0,group3,4,2
137,10,0V0A,1.1487,0,group3,5,2
138,10,0V0A,2.7633,0,group3,5,2
139,10,0V0A,2.237,0,group3,5,2
140,10,0V0A,1.9356,0,group3,5,2
3669,10,0V1A,4.8339,1,group3,5,1
3670,10,0V1A,3.437,1,group3,5,1
3671,10,0V1A,5.0653,0,group3,5,1
3672,10,0V1A,2.6542,1,group3,5,1
3673,10,0V1A,7.285,1,group3,5,1
3674,10,0V1A,1.718,0,group3,5,1
3675,10,0V1A,2.1637,0,group3,5,1
3676,10,0V1A,3.3154,1,group3,5,1
3677,10,0V1A,1.4341,1,group3,5,1
3678,10,0V1A,1.5833,0,group3,5,1
3679,10,0V1A,6.5199,1,group3,5,1
3680,10,0V1A,3.0344,1,group3,5,1
3681,10,0V1A,2.1826,1,group3,4,2
3682,10,0V1A,0.8839,1,group3,4,2
3683,10,0V1A,1.7022,1,group3,4,2
3684,10,0V1A,1.2192,1,group3,4,2
3685,10,0V1A,2.8518,1,group3,5,3
3686,10,0V1A,1.3485,0,group3,5,3
3687,10,0V1A,0.8971,0,group3,5,3
3688,10,0V1A,0.752,1,group3,5,3
3689,10,0V1A,4.1516,0,group3,4,2
3690,10,0V1A,1.9024,0,group3,4,2
3691,10,0V1A,1.4342,1,group3,4,2
3692,10,0V1A,1.0848,0,group3,4,2
3693,10,0V1A,1.1038,1,group3,5,2
3694,10,0V1A,5.9369,0,group3,5,2
3695,10,0V1A,0.25,1,group3,5,2
3696,10,0V1A,1.1793,1,group3,5,2
7225,10,1V0A,6.3331,0,group3,5,1
7226,10,1V0A,6.83,1,group3,5,1
7227,10,1V0A,3.4685,0,group3,5,1
7228,10,1V0A,5.6483,1,group3,5,1
7229,10,1V0A,4.8136,0,group3,5,1
7230,10,1V0A,1.0676,1,group3,5,1
7231,10,1V0A,1.0174,1,group3,5,1
7232,10,1V0A,3.6514,1,group3,5,1
7233,10,1V0A,0.7672,1,group3,5,1
7234,10,1V0A,0.9844,0,group3,5,1
7235,10,1V0A,3.5362,1,group3,5,1
7236,10,1V0A,3.2198,0,group3,5,1
7237,10,1V0A,0.9524,0,group3,4,2
7238,10,1V0A,0.3013,1,group3,4,2
7239,10,1V0A,1.7004,0,group3,4,2
7240,10,1V0A,1.4368,0,group3,4,2
7241,10,1V0A,2.2843,0,group3,5,3
7242,10,1V0A,0.7683,1,group3,5,3
7243,10,1V0A,0.634,1,group3,5,3
7244,10,1V0A,0.4357,0,group3,5,3
7245,10,1V0A,1.1858,0,group3,4,2
7246,10,1V0A,1.1712,0,group3,4,2
7247,10,1V0A,1.2024,0,group3,4,2
7248,10,1V0A,0.87,0,group3,4,2
7249,10,1V0A,2.0874,0,group3,5,2
7250,10,1V0A,1.3709,0,group3,5,2
7251,10,1V0A,1.5526,0,group3,5,2
7252,10,1V0A,1.5024,0,group3,5,2
10781,10,1V1A,5.0023,1,group3,5,1
10782,10,1V1A,8.0342,1,group3,5,1
10783,10,1V1A,3.0656,1,group3,5,1
10784,10,1V1A,8.530964205,1,group3,5,1
10785,10,1V1A,3.2137,1,group3,5,1
10786,10,1V1A,1.6132,1,group3,5,1
10787,10,1V1A,1.2783,0,group3,5,1
10788,10,1V1A,0.7015,1,group3,5,1
10789,10,1V1A,0.5681,1,group3,5,1
10790,10,1V1A,1.8029,1,group3,5,1
10791,10,1V1A,3.4346,0,group3,5,1
10792,10,1V1A,1.2206,0,group3,5,1
10793,10,1V1A,2.2172,0,group3,4,2
10794,10,1V1A,1.4021,0,group3,4,2
10795,10,1V1A,0.25,0,group3,4,2
10796,10,1V1A,1.3341,0,group3,4,2
10797,10,1V1A,5.3635,0,group3,5,3
10798,10,1V1A,6.7826,0,group3,5,3
10799,10,1V1A,0.5984,1,group3,5,3
10800,10,1V1A,0.4995,0,group3,5,3
10801,10,1V1A,1.4365,0,group3,4,2
10802,10,1V1A,2.2017,0,group3,4,2
10803,10,1V1A,3.6698,1,group3,4,2
10804,10,1V1A,1.2541,0,group3,4,2
10805,10,1V1A,1.917,1,group3,5,2
10806,10,1V1A,8.530964205,0,group3,5,2
10807,10,1V1A,2.5022,1,group3,5,2
10808,10,1V1A,0.25,0,group3,5,2
14337,10,1Vne1A,6.5357,0,group3,5,1
14338,10,1Vne1A,3.2038,0,group3,5,1
14339,10,1Vne1A,2.7136,0,group3,5,1
14340,10,1Vne1A,5.4508,0,group3,5,1
14341,10,1Vne1A,2.0022,0,group3,5,1
14342,10,1Vne1A,4.2478,0,group3,5,1
14343,10,1Vne1A,1.5505,0,group3,5,1
14344,10,1Vne1A,3.6687,1,group3,5,1
14345,10,1Vne1A,0.9158,1,group3,5,1
14346,10,1Vne1A,2.0192,0,group3,5,1
14347,10,1Vne1A,2.5183,0,group3,5,1
14348,10,1Vne1A,4.9816,1,group3,5,1
14349,10,1Vne1A,0.585,0,group3,4,2
14350,10,1Vne1A,2.5689,0,group3,4,2
14351,10,1Vne1A,2.5029,0,group3,4,2
14352,10,1Vne1A,2.7627,0,group3,4,2
14353,10,1Vne1A,3.6982,0,group3,5,3
14354,10,1Vne1A,1.3725,1,group3,5,3
14355,10,1Vne1A,0.468,1,group3,5,3
14356,10,1Vne1A,0.7017,1,group3,5,3
14357,10,1Vne1A,1.8514,0,group3,4,2
14358,10,1Vne1A,1.9512,0,group3,4,2
14359,10,1Vne1A,0.7021,1,group3,4,2
14360,10,1Vne1A,0.469,1,group3,4,2
14361,10,1Vne1A,1.3219,1,group3,5,2
14362,10,1Vne1A,3.2479,0,group3,5,2
14363,10,1Vne1A,2.032,1,group3,5,2
14364,10,1Vne1A,3.503,0,group3,5,2
141,11,0V0A,7.746718077,0,group4,3,2
142,11,0V0A,7.746718077,0,group4,3,2
143,11,0V0A,2.763,1,group4,3,2
144,11,0V0A,2.0649,0,group4,3,2
145,11,0V0A,3.286,1,group4,4,3
146,11,0V0A,4.1829,1,group4,4,3
147,11,0V0A,4.177,0,group4,4,3
148,11,0V0A,1.4629,1,group4,4,3
149,11,0V0A,2.151,0,group4,1,1
150,11,0V0A,2.584,1,group4,1,1
151,11,0V0A,2.2329,0,group4,1,1
152,11,0V0A,4.2999,0,group4,1,1
153,11,0V0A,2.9859,1,group4,2,2
154,11,0V0A,4.2429,1,group4,2,2
155,11,0V0A,2.8029,0,group4,2,2
156,11,0V0A,2.9869,0,group4,2,2
157,11,0V0A,1.48,1,group4,3,2
158,11,0V0A,3.067,0,group4,3,2
159,11,0V0A,2.2669,1,group4,3,2
160,11,0V0A,2.047,1,group4,3,2
161,11,0V0A,4.5839,0,group4,1,2
162,11,0V0A,1.9449,0,group4,1,2
163,11,0V0A,2.416,0,group4,1,2
164,11,0V0A,2.2029,0,group4,1,2
165,11,0V0A,6.7649,0,group4,3,2
166,11,0V0A,3.1149,1,group4,3,2
167,11,0V0A,2.4039,1,group4,3,2
168,11,0V0A,1.2989,1,group4,3,2
3697,11,0V1A,6.168,1,group4,3,2
3698,11,0V1A,2.0309,1,group4,3,2
3699,11,0V1A,4.268,0,group4,3,2
3700,11,0V1A,2.163,0,group4,3,2
3701,11,0V1A,2.503,1,group4,4,3
3702,11,0V1A,4.17,1,group4,4,3
3703,11,0V1A,2.214,1,group4,4,3
3704,11,0V1A,2.8329,1,group4,4,3
3705,11,0V1A,5.8309,0,group4,1,1
3706,11,0V1A,4.2309,0,group4,1,1
3707,11,0V1A,3.316,0,group4,1,1
3708,11,0V1A,1.412,1,group4,1,1
3709,11,0V1A,5.797,1,group4,2,2
3710,11,0V1A,2.6659,0,group4,2,2
3711,11,0V1A,7.746718077,0,group4,2,2
3712,11,0V1A,1.75,1,group4,2,2
3713,11,0V1A,2.48,0,group4,3,2
3714,11,0V1A,3.987,0,group4,3,2
3715,11,0V1A,2.439,1,group4,3,2
3716,11,0V1A,1.4689,0,group4,3,2
3717,11,0V1A,1.485,1,group4,1,2
3718,11,0V1A,3.085,0,group4,1,2
3719,11,0V1A,2.6469,1,group4,1,2
3720,11,0V1A,1.1689,1,group4,1,2
3721,11,0V1A,3.9169,1,group4,3,2
3722,11,0V1A,2.835,0,group4,3,2
3723,11,0V1A,1.817,1,group4,3,2
3724,11,0V1A,1.447,0,group4,3,2
7253,11,1V0A,6.9619,0,group4,3,2
7254,11,1V0A,2.263,0,group4,3,2
7255,11,1V0A,3.6219,0,group4,3,2
7256,11,1V0A,1.616,0,group4,3,2
7257,11,1V0A,3.6519,0,group4,4,3
7258,11,1V0A,3.1349,0,group4,4,3
7259,11,1V0A,2.2509,0,group4,4,3
7260,11,1V0A,1.5679,0,group4,4,3
7261,11,1V0A,2.883,1,group4,1,1
7262,11,1V0A,1.9299,1,group4,1,1
7263,11,1V0A,5.043,1,group4,1,1
7264,11,1V0A,1.747,0,group4,1,1
7265,11,1V0A,4.4859,0,group4,2,2
7266,11,1V0A,2.5319,0,group4,2,2
7267,11,1V0A,2.133,0,group4,2,2
7268,11,1V0A,2.499,1,group4,2,2
7269,11,1V0A,3.1939,0,group4,3,2
7270,11,1V0A,1.381,1,group4,3,2
7271,11,1V0A,0.894,0,group4,3,2
7272,11,1V0A,1.967,0,group4,3,2
7273,11,1V0A,7.746718077,0,group4,1,2
7274,11,1V0A,3.8699,1,group4,1,2
7275,11,1V0A,4.199,1,group4,1,2
7276,11,1V0A,1.1519,0,group4,1,2
7277,11,1V0A,2.737,0,group4,3,2
7278,11,1V0A,2.682,0,group4,3,2
7279,11,1V0A,4.166,0,group4,3,2
7280,11,1V0A,2.219,1,group4,3,2
10809,11,1V1A,2.427,0,group4,3,2
10810,11,1V1A,2.274,0,group4,3,2
10811,11,1V1A,1.9449,0,group4,3,2
10812,11,1V1A,4.4459,0,group4,3,2
10813,11,1V1A,3.6589,0,group4,4,3
10814,11,1V1A,1.379,1,group4,4,3
10815,11,1V1A,2.531,1,group4,4,3
10816,11,1V1A,1.5879,0,group4,4,3
10817,11,1V1A,1.3989,1,group4,1,1
10818,11,1V1A,1.317,0,group4,1,1
10819,11,1V1A,1.4869,0,group4,1,1
10820,11,1V1A,2.362,1,group4,1,1
10821,11,1V1A,2.836,0,group4,2,2
10822,11,1V1A,4.112,0,group4,2,2
10823,11,1V1A,4.1489,1,group4,2,2
10824,11,1V1A,2.301,1,group4,2,2
10825,11,1V1A,6.519,0,group4,3,2
10826,11,1V1A,2.163,0,group4,3,2
10827,11,1V1A,2.1349,0,group4,3,2
10828,11,1V1A,5.047,0,group4,3,2
10829,11,1V1A,3.7849,0,group4,1,2
10830,11,1V1A,1.621,1,group4,1,2
10831,11,1V1A,4.1509,1,group4,1,2
10832,11,1V1A,7.746718077,0,group4,1,2
10833,11,1V1A,7.746718077,0,group4,3,2
10834,11,1V1A,3.401,0,group4,3,2
10835,11,1V1A,2.1679,1,group4,3,2
10836,11,1V1A,3.5779,0,group4,3,2
14365,11,1Vne1A,2.6,0,group4,3,2
14366,11,1Vne1A,3.011,0,group4,3,2
14367,11,1Vne1A,1.7019,0,group4,3,2
14368,11,1Vne1A,1.977,0,group4,3,2
14369,11,1Vne1A,4.3319,1,group4,4,3
14370,11,1Vne1A,4.2359,1,group4,4,3
14371,11,1Vne1A,2.863,0,group4,4,3
14372,11,1Vne1A,2.7849,0,group4,4,3
14373,11,1Vne1A,2.269,1,group4,1,1
14374,11,1Vne1A,1.518,1,group4,1,1
14375,11,1Vne1A,2.768,1,group4,1,1
14376,11,1Vne1A,3.8949,1,group4,1,1
14377,11,1Vne1A,3.8869,1,group4,2,2
14378,11,1Vne1A,2.249,0,group4,2,2
14379,11,1Vne1A,1.4869,0,group4,2,2
14380,11,1Vne1A,2.7889,1,group4,2,2
14381,11,1Vne1A,2.5489,0,group4,3,2
14382,11,1Vne1A,1.2509,1,group4,3,2
14383,11,1Vne1A,4.3789,1,group4,3,2
14384,11,1Vne1A,2.603,0,group4,3,2
14385,11,1Vne1A,2.6169,0,group4,1,2
14386,11,1Vne1A,1.2139,0,group4,1,2
14387,11,1Vne1A,1.3659,0,group4,1,2
14388,11,1Vne1A,2.5369,0,group4,1,2
14389,11,1Vne1A,2.267,1,group4,3,2
14390,11,1Vne1A,2.1359,1,group4,3,2
14391,11,1Vne1A,2.3659,0,group4,3,2
14392,11,1Vne1A,2.4789,0,group4,3,2
169,12,0V0A,11.368,0,group4,3,2
170,12,0V0A,14.87464029,0,group4,3,2
171,12,0V0A,4.809,1,group4,3,2
172,12,0V0A,6.0972,1,group4,3,2
173,12,0V0A,8.0815,1,group4,3,2
174,12,0V0A,10.897,0,group4,3,2
175,12,0V0A,4.8871,1,group4,3,2
176,12,0V0A,4.2844,0,group4,3,2
177,12,0V0A,14.87464029,0,group4,2,2
178,12,0V0A,2.9301,1,group4,2,2
179,12,0V0A,2.5806,0,group4,2,2
180,12,0V0A,2.7498,1,group4,2,2
181,12,0V0A,6.8887,0,group4,2,2
182,12,0V0A,4.7976,0,group4,2,2
183,12,0V0A,4.383,0,group4,2,2
184,12,0V0A,11.53,0,group4,2,2
185,12,0V0A,3.7603,0,group4,3,2
186,12,0V0A,3.1646,1,group4,3,2
187,12,0V0A,14.87464029,0,group4,3,2
188,12,0V0A,2.2013,0,group4,3,2
189,12,0V0A,8.4387,0,group4,3,1
190,12,0V0A,3.7351,0,group4,3,1
191,12,0V0A,2.9817,0,group4,3,1
192,12,0V0A,2.7109,0,group4,3,1
193,12,0V0A,2.663,1,group4,3,1
194,12,0V0A,6.8718,0,group4,3,1
195,12,0V0A,9.0332,0,group4,3,1
196,12,0V0A,2.7986,1,group4,3,1
3725,12,0V1A,5.3461,1,group4,3,2
3726,12,0V1A,8.1476,1,group4,3,2
3727,12,0V1A,6.3648,1,group4,3,2
3728,12,0V1A,4.821,0,group4,3,2
3729,12,0V1A,5.7503,0,group4,3,2
3730,12,0V1A,1.9475,0,group4,3,2
3731,12,0V1A,2.9479,0,group4,3,2
3732,12,0V1A,8.8344,0,group4,3,2
3733,12,0V1A,14.87464029,0,group4,2,2
3734,12,0V1A,2.0473,0,group4,2,2
3735,12,0V1A,2.6795,0,group4,2,2
3736,12,0V1A,2.7325,0,group4,2,2
3737,12,0V1A,3.8662,0,group4,2,2
3738,12,0V1A,9.1473,0,group4,2,2
3739,12,0V1A,9.2835,0,group4,2,2
3740,12,0V1A,9.156,0,group4,2,2
3741,12,0V1A,5.2826,0,group4,3,2
3742,12,0V1A,3.1475,1,group4,3,2
3743,12,0V1A,3.0312,0,group4,3,2
3744,12,0V1A,2.2411,1,group4,3,2
3745,12,0V1A,7.1337,0,group4,3,1
3746,12,0V1A,2.6159,0,group4,3,1
3747,12,0V1A,9.4331,1,group4,3,1
3748,12,0V1A,12.72,1,group4,3,1
3749,12,0V1A,10.299,0,group4,3,1
3750,12,0V1A,4.1151,1,group4,3,1
3751,12,0V1A,4.5473,0,group4,3,1
3752,12,0V1A,5.2502,0,group4,3,1
7281,12,1V0A,7.498,0,group4,3,2
7282,12,1V0A,4.698,0,group4,3,2
7283,12,1V0A,4.7311,1,group4,3,2
7284,12,1V0A,2.5186,0,group4,3,2
7285,12,1V0A,4.95,0,group4,3,2
7286,12,1V0A,5.2505,0,group4,3,2
7287,12,1V0A,4.9393,0,group4,3,2
7288,12,1V0A,4.7119,0,group4,3,2
7289,12,1V0A,4.3299,0,group4,2,2
7290,12,1V0A,4.666,0,group4,2,2
7291,12,1V0A,4.4867,0,group4,2,2
7292,12,1V0A,2.5297,0,group4,2,2
7293,12,1V0A,4.3956,0,group4,2,2
7294,12,1V0A,9.1646,0,group4,2,2
7295,12,1V0A,5.1164,0,group4,2,2
7296,12,1V0A,3.7456,1,group4,2,2
7297,12,1V0A,12.6,0,group4,3,2
7298,12,1V0A,2.2345,0,group4,3,2
7299,12,1V0A,4.6487,1,group4,3,2
7300,12,1V0A,5.3942,0,group4,3,2
7301,12,1V0A,4.1027,0,group4,3,1
7302,12,1V0A,4.4306,0,group4,3,1
7303,12,1V0A,3.4861,0,group4,3,1
7304,12,1V0A,3.0807,0,group4,3,1
7305,12,1V0A,3.0832,1,group4,3,1
7306,12,1V0A,7.0683,0,group4,3,1
7307,12,1V0A,6.2357,0,group4,3,1
7308,12,1V0A,3.0126,1,group4,3,1
10837,12,1V1A,5.1192,0,group4,3,2
10838,12,1V1A,4.5474,0,group4,3,2
10839,12,1V1A,2.9712,0,group4,3,2
10840,12,1V1A,5.4152,0,group4,3,2
10841,12,1V1A,4.4644,0,group4,3,2
10842,12,1V1A,5.6954,0,group4,3,2
10843,12,1V1A,10.984,0,group4,3,2
10844,12,1V1A,5.5885,0,group4,3,2
10845,12,1V1A,2.9464,0,group4,2,2
10846,12,1V1A,2.7677,0,group4,2,2
10847,12,1V1A,6.2482,0,group4,2,2
10848,12,1V1A,4.598,0,group4,2,2
10849,12,1V1A,4.0114,0,group4,2,2
10850,12,1V1A,3.4621,0,group4,2,2
10851,12,1V1A,8.4315,1,group4,2,2
10852,12,1V1A,3.4141,0,group4,2,2
10853,12,1V1A,4.7685,1,group4,3,2
10854,12,1V1A,2.0296,0,group4,3,2
10855,12,1V1A,2.4409,0,group4,3,2
10856,12,1V1A,1.9786,0,group4,3,2
10857,12,1V1A,2.6141,0,group4,3,1
10858,12,1V1A,3.4012,0,group4,3,1
10859,12,1V1A,4.1664,0,group4,3,1
10860,12,1V1A,5.4466,0,group4,3,1
10861,12,1V1A,10.286,0,group4,3,1
10862,12,1V1A,4.3821,1,group4,3,1
10863,12,1V1A,2.5644,0,group4,3,1
10864,12,1V1A,3.7171,1,group4,3,1
14393,12,1Vne1A,6.0853,0,group4,3,2
14394,12,1Vne1A,10.748,1,group4,3,2
14395,12,1Vne1A,14.87464029,0,group4,3,2
14396,12,1Vne1A,5.4382,0,group4,3,2
14397,12,1Vne1A,4.8171,1,group4,3,2
14398,12,1Vne1A,4.7405,1,group4,3,2
14399,12,1Vne1A,5.0152,1,group4,3,2
14400,12,1Vne1A,4.5811,1,group4,3,2
14401,12,1Vne1A,3.1992,0,group4,2,2
14402,12,1Vne1A,2.9313,0,group4,2,2
14403,12,1Vne1A,6.4017,1,group4,2,2
14404,12,1Vne1A,2.129,0,group4,2,2
14405,12,1Vne1A,7.1388,1,group4,2,2
14406,12,1Vne1A,6.0825,1,group4,2,2
14407,12,1Vne1A,10.248,1,group4,2,2
14408,12,1Vne1A,12.564,0,group4,2,2
14409,12,1Vne1A,4.7132,1,group4,3,2
14410,12,1Vne1A,3.5716,1,group4,3,2
14411,12,1Vne1A,4.6192,0,group4,3,2
14412,12,1Vne1A,3.5444,0,group4,3,2
14413,12,1Vne1A,6.2004,0,group4,3,1
14414,12,1Vne1A,3.7829,0,group4,3,1
14415,12,1Vne1A,3.8,0,group4,3,1
14416,12,1Vne1A,3.6495,0,group4,3,1
14417,12,1Vne1A,5.8954,0,group4,3,1
14418,12,1Vne1A,7.9503,1,group4,3,1
14419,12,1Vne1A,2.7199,1,group4,3,1
14420,12,1Vne1A,2.2025,0,group4,3,1
197,13,0V0A,6.037,1,group4,2,1
198,13,0V0A,2.583,0,group4,2,1
199,13,0V0A,6.56664001,0,group4,2,1
200,13,0V0A,1.139,1,group4,2,1
201,13,0V0A,2.5509,0,group4,2,2
202,13,0V0A,4.144,0,group4,2,2
203,13,0V0A,1.6589,0,group4,2,2
204,13,0V0A,0.814,1,group4,2,2
205,13,0V0A,2.07,1,group4,2,3
206,13,0V0A,1.8329,1,group4,2,3
207,13,0V0A,1.0169,0,group4,2,3
208,13,0V0A,2.709,1,group4,2,3
209,13,0V0A,2.028,1,group4,2,2
210,13,0V0A,2.8309,1,group4,2,2
211,13,0V0A,3.196,1,group4,2,2
212,13,0V0A,2.3259,0,group4,2,2
213,13,0V0A,2.885,1,group4,2,1
214,13,0V0A,2.543,0,group4,2,1
215,13,0V0A,1.341,0,group4,2,1
216,13,0V0A,2.73,0,group4,2,1
217,13,0V0A,6.56664001,1,group4,3,2
218,13,0V0A,2.5789,0,group4,3,2
219,13,0V0A,5.0109,1,group4,3,2
220,13,0V0A,1.012,0,group4,3,2
221,13,0V0A,3.537,1,group4,2,1
222,13,0V0A,1.461,0,group4,2,1
223,13,0V0A,2.283,1,group4,2,1
224,13,0V0A,0.9819,0,group4,2,1
3753,13,0V1A,1.2959,0,group4,2,1
3754,13,0V1A,1.1769,0,group4,2,1
3755,13,0V1A,0.857,1,group4,2,1
3756,13,0V1A,2.042,0,group4,2,1
3757,13,0V1A,3.548,0,group4,2,2
3758,13,0V1A,2.778,1,group4,2,2
3759,13,0V1A,3.3939,0,group4,2,2
3760,13,0V1A,0.6939,1,group4,2,2
3761,13,0V1A,6.034,1,group4,2,3
3762,13,0V1A,5.1359,1,group4,2,3
3763,13,0V1A,1.2429,0,group4,2,3
3764,13,0V1A,1.7319,1,group4,2,3
3765,13,0V1A,3.6169,0,group4,2,2
3766,13,0V1A,1.384,1,group4,2,2
3767,13,0V1A,2.229,0,group4,2,2
3768,13,0V1A,2.0599,0,group4,2,2
3769,13,0V1A,1.6599,1,group4,2,1
3770,13,0V1A,3.9169,1,group4,2,1
3771,13,0V1A,3.96,0,group4,2,1
3772,13,0V1A,1.629,0,group4,2,1
3773,13,0V1A,2.6779,0,group4,3,2
3774,13,0V1A,2.043,1,group4,3,2
3775,13,0V1A,2.5289,0,group4,3,2
3776,13,0V1A,0.9499,1,group4,3,2
3777,13,0V1A,2.293,1,group4,2,1
3778,13,0V1A,1.0589,0,group4,2,1
3779,13,0V1A,1.934,1,group4,2,1
3780,13,0V1A,2.652,1,group4,2,1
7309,13,1V0A,5.095,0,group4,2,1
7310,13,1V0A,1.249,1,group4,2,1
7311,13,1V0A,2.6419,0,group4,2,1
7312,13,1V0A,0.951,1,group4,2,1
7313,13,1V0A,4.436,1,group4,2,2
7314,13,1V0A,1.7129,1,group4,2,2
7315,13,1V0A,3.4299,0,group4,2,2
7316,13,1V0A,0.8979,1,group4,2,2
7317,13,1V0A,3.68,0,group4,2,3
7318,13,1V0A,1.8249,1,group4,2,3
7319,13,1V0A,2.461,1,group4,2,3
7320,13,1V0A,1.264,1,group4,2,3
7321,13,1V0A,3.6699,1,group4,2,2
7322,13,1V0A,6.56664001,1,group4,2,2
7323,13,1V0A,2.353,1,group4,2,2
7324,13,1V0A,1.114,1,group4,2,2
7325,13,1V0A,3.161,1,group4,2,1
7326,13,1V0A,4.2269,0,group4,2,1
7327,13,1V0A,2.25,0,group4,2,1
7328,13,1V0A,3.318,1,group4,2,1
7329,13,1V0A,1.8429,1,group4,3,2
7330,13,1V0A,1.268,1,group4,3,2
7331,13,1V0A,1.567,1,group4,3,2
7332,13,1V0A,1.364,1,group4,3,2
7333,13,1V0A,1.7629,1,group4,2,1
7334,13,1V0A,1.867,1,group4,2,1
7335,13,1V0A,0.864,1,group4,2,1
7336,13,1V0A,1.2249,1,group4,2,1
10865,13,1V1A,6.56664001,1,group4,2,1
10866,13,1V1A,4.5779,1,group4,2,1
10867,13,1V1A,3.7639,1,group4,2,1
10868,13,1V1A,2.6469,1,group4,2,1
10869,13,1V1A,1.1969,1,group4,2,2
10870,13,1V1A,1.603,1,group4,2,2
10871,13,1V1A,2.0779,0,group4,2,2
10872,13,1V1A,0.8199,1,group4,2,2
10873,13,1V1A,3.8779,1,group4,2,3
10874,13,1V1A,1.842,1,group4,2,3
10875,13,1V1A,2.677,1,group4,2,3
10876,13,1V1A,2.535,1,group4,2,3
10877,13,1V1A,1.96,1,group4,2,2
10878,13,1V1A,1.3149,1,group4,2,2
10879,13,1V1A,1.3609,1,group4,2,2
10880,13,1V1A,1.25,1,group4,2,2
10881,13,1V1A,3.6939,0,group4,2,1
10882,13,1V1A,2.3949,1,group4,2,1
10883,13,1V1A,1.2119,1,group4,2,1
10884,13,1V1A,2.7139,0,group4,2,1
10885,13,1V1A,1.802,1,group4,3,2
10886,13,1V1A,2.478,1,group4,3,2
10887,13,1V1A,1.3629,1,group4,3,2
10888,13,1V1A,1.7779,1,group4,3,2
10889,13,1V1A,4.2339,1,group4,2,1
10890,13,1V1A,2.0009,1,group4,2,1
10891,13,1V1A,2.6359,1,group4,2,1
10892,13,1V1A,1.576,1,group4,2,1
14421,13,1Vne1A,5.7439,1,group4,2,1
14422,13,1Vne1A,1.277,0,group4,2,1
14423,13,1Vne1A,2.9659,0,group4,2,1
14424,13,1Vne1A,2.614,1,group4,2,1
14425,13,1Vne1A,2.2429,0,group4,2,2
14426,13,1Vne1A,2.6929,1,group4,2,2
14427,13,1Vne1A,1.5649,1,group4,2,2
14428,13,1Vne1A,0.629,1,group4,2,2
14429,13,1Vne1A,2.798,1,group4,2,3
14430,13,1Vne1A,1.611,1,group4,2,3
14431,13,1Vne1A,2.484,1,group4,2,3
14432,13,1Vne1A,1.7399,1,group4,2,3
14433,13,1Vne1A,3.419,1,group4,2,2
14434,13,1Vne1A,1.98,1,group4,2,2
14435,13,1Vne1A,2.3659,1,group4,2,2
14436,13,1Vne1A,1.3179,1,group4,2,2
14437,13,1Vne1A,5.543,1,group4,2,1
14438,13,1Vne1A,3.792,1,group4,2,1
14439,13,1Vne1A,0.9949,1,group4,2,1
14440,13,1Vne1A,1.693,0,group4,2,1
14441,13,1Vne1A,2.186,1,group4,3,2
14442,13,1Vne1A,3.4859,1,group4,3,2
14443,13,1Vne1A,2.7469,1,group4,3,2
14444,13,1Vne1A,2.4659,1,group4,3,2
14445,13,1Vne1A,3.215,1,group4,2,1
14446,13,1Vne1A,2.061,1,group4,2,1
14447,13,1Vne1A,1.2829,1,group4,2,1
14448,13,1Vne1A,0.9939,1,group4,2,1
225,14,0V0A,5.4269,1,group3,4,1
226,14,0V0A,5.7732,0,group3,4,1
227,14,0V0A,4.0332,1,group3,4,1
228,14,0V0A,3.2656,1,group3,4,1
229,14,0V0A,2.8956,1,group3,5,1
230,14,0V0A,3.2453,1,group3,5,1
231,14,0V0A,20.20496384,1,group3,5,1
232,14,0V0A,4.3783,1,group3,5,1
233,14,0V0A,7.8126,1,group3,5,1
234,14,0V0A,2.2658,1,group3,5,1
235,14,0V0A,4.6846,0,group3,5,1
236,14,0V0A,5.964,0,group3,5,1
237,14,0V0A,0.4797,0,group3,5,1
238,14,0V0A,1.5809,0,group3,5,1
239,14,0V0A,2.6151,1,group3,5,1
240,14,0V0A,0.8696,1,group3,5,1
241,14,0V0A,0.6572,1,group3,4,3
242,14,0V0A,0.5979,1,group3,4,3
243,14,0V0A,3.666,0,group3,4,3
244,14,0V0A,0.8615,1,group3,4,3
245,14,0V0A,1.9672,0,group3,5,1
246,14,0V0A,0.72,1,group3,5,1
247,14,0V0A,1.0169,1,group3,5,1
248,14,0V0A,0.9471,1,group3,5,1
249,14,0V0A,0.8037,1,group3,4,1
250,14,0V0A,1.2375,1,group3,4,1
251,14,0V0A,1.8183,1,group3,4,1
252,14,0V0A,4.503,0,group3,4,1
3781,14,0V1A,9.8217,0,group3,4,1
3782,14,0V1A,2.2002,0,group3,4,1
3783,14,0V1A,1.6679,1,group3,4,1
3784,14,0V1A,3.1293,0,group3,4,1
3785,14,0V1A,2.5033,1,group3,5,1
3786,14,0V1A,9.5562,0,group3,5,1
3787,14,0V1A,4.8025,0,group3,5,1
3788,14,0V1A,1.6449,1,group3,5,1
3789,14,0V1A,20.20496384,0,group3,5,1
3790,14,0V1A,7.2077,0,group3,5,1
3791,14,0V1A,9.9335,0,group3,5,1
3792,14,0V1A,12.396,1,group3,5,1
3793,14,0V1A,0.9168,0,group3,5,1
3794,14,0V1A,0.4989,1,group3,5,1
